0.05,0.90,101346
0.05,0.90,37824
0.05,0.90,317520
0.10,0.90,51014
0.10,0.90,83741
0.10,0.90,67674
0.15,0.90,28300
0.15,0.90,20771
0.15,0.90,132074
0.20,0.90,35762
0.20,0.90,35417
0.20,0.90,100987
0.25,0.90,13023
0.25,0.90,23517
0.25,0.90,16243
0.30,0.90,164185
0.30,0.90,112523
0.30,0.90,19504
0.35,0.90,23306
0.35,0.90,5760
0.35,0.90,17250
0.40,0.90,58731
0.40,0.90,104675
0.40,0.90,23531
0.45,0.90,47099
0.45,0.90,34624
0.45,0.90,48840
0.50,0.90,60383
0.50,0.90,34355
0.50,0.90,43826
